name,symbol,exchange,currency,price
서플러스글로벌,140070.KQ,KOSDAQ,KRW,-
유바이오로직스,206650.KQ,KOSDAQ,KRW,-
한국비엔씨,256840.KQ,KOSDAQ,KRW,-
DSC인베스트먼트,241520.KQ,KOSDAQ,KRW,-
TS인베스트먼트,246690.KQ,KOSDAQ,KRW,-
피엠티,147760.KQ,KOSDAQ,KRW,-
HLB펩,196300.KQ,KOSDAQ,KRW,-
유니온바이오메트릭스,203450.KQ,KOSDAQ,KRW,-
신라젠,215600.KQ,KOSDAQ,KRW,-
자비스,254120.KQ,KOSDAQ,KRW,-
티이엠씨씨엔에스,241790.KQ,KOSDAQ,KRW,-
퓨쳐켐,220100.KQ,KOSDAQ,KRW,-
뉴파워프라즈마,144960.KQ,KOSDAQ,KRW,-
엘앤케이바이오,156100.KQ,KOSDAQ,KRW,-
핸디소프트,220180.KQ,KOSDAQ,KRW,-
클리오,237880.KQ,KOSDAQ,KRW,-
오가닉티코스메틱,900300.KQ,KOSDAQ,KRW,-
얼라인드,238120.KQ,KOSDAQ,KRW,-
세화피앤씨,252500.KQ,KOSDAQ,KRW,-
인크로스,216050.KQ,KOSDAQ,KRW,-
에이치엘사이언스,239610.KQ,KOSDAQ,KRW,-
코스메카코리아,241710.KQ,KOSDAQ,KRW,-
GRT,900290.KQ,KOSDAQ,KRW,-
인텔리안테크,189300.KQ,KOSDAQ,KRW,-
에이치시티,072990.KQ,KOSDAQ,KRW,-
잉글우드랩,950140.KQ,KOSDAQ,KRW,-
앤디포스,238090.KQ,KOSDAQ,KRW,-
수산아이앤티,050960.KQ,KOSDAQ,KRW,-
미투온,201490.KQ,KOSDAQ,KRW,-
예선테크,250930.KQ,KOSDAQ,KRW,-
유니테크노,241690.KQ,KOSDAQ,KRW,-
모비스,250060.KQ,KOSDAQ,KRW,-
나무기술,242040.KQ,KOSDAQ,KRW,-
자이글,234920.KQ,KOSDAQ,KRW,-
헝셩그룹,900270.KQ,KOSDAQ,KRW,-
에코마케팅,230360.KQ,KOSDAQ,KRW,-
다산디엠씨,208860.KQ,KOSDAQ,KRW,-
우리손에프앤지,073560.KQ,KOSDAQ,KRW,-
알엔티엑스,123010.KQ,KOSDAQ,KRW,-
모아라이프플러스,142760.KQ,KOSDAQ,KRW,-
피앤씨테크,237750.KQ,KOSDAQ,KRW,-
로스웰,900260.KQ,KOSDAQ,KRW,-
에스티팜,237690.KQ,KOSDAQ,KRW,-
지씨셀,144510.KQ,KOSDAQ,KRW,-
알엔투테크놀로지,148250.KQ,KOSDAQ,KRW,-
이스트에이드,239340.KQ,KOSDAQ,KRW,-
휴온스,243070.KQ,KOSDAQ,KRW,-
원익IPS,240810.KQ,KOSDAQ,KRW,-
레이언스,228850.KQ,KOSDAQ,KRW,-
동양파일,228340.KQ,KOSDAQ,KRW,-
팬젠,222110.KQ,KOSDAQ,KRW,-
AP위성,211270.KQ,KOSDAQ,KRW,-
비유테크놀러지,230980.KQ,KOSDAQ,KRW,-
큐리언트,115180.KQ,KOSDAQ,KRW,-
안트로젠,065660.KQ,KOSDAQ,KRW,-
슈프리마,236200.KQ,KOSDAQ,KRW,-
유니트론텍,142210.KQ,KOSDAQ,KRW,-
크리스탈신소재,900250.KQ,KOSDAQ,KRW,-
더코디,224060.KQ,KOSDAQ,KRW,-
에스와이,109610.KQ,KOSDAQ,KRW,-
사토시홀딩스,223310.KQ,KOSDAQ,KRW,-
와이씨,232140.KQ,KOSDAQ,KRW,-
육일씨엔에쓰,191410.KQ,KOSDAQ,KRW,-
휴젤,145020.KQ,KOSDAQ,KRW,-
한국맥널티,222980.KQ,KOSDAQ,KRW,-
덱스터,206560.KQ,KOSDAQ,KRW,-
아진산업,013310.KQ,KOSDAQ,KRW,-
HLB제약,047920.KQ,KOSDAQ,KRW,-
강스템바이오텍,217730.KQ,KOSDAQ,KRW,-
메가엠디,133750.KQ,KOSDAQ,KRW,-
HC보광산업,225530.KQ,KOSDAQ,KRW,-
파크시스템스,140860.KQ,KOSDAQ,KRW,-
에치에프알,230240.KQ,KOSDAQ,KRW,-
예스티,122640.KQ,KOSDAQ,KRW,-
코스맥스엔비티,222040.KQ,KOSDAQ,KRW,-
멕아이씨에스,058110.KQ,KOSDAQ,KRW,-
원익피앤이,217820.KQ,KOSDAQ,KRW,-
하이즈항공,221840.KQ,KOSDAQ,KRW,-
DXVX,180400.KQ,KOSDAQ,KRW,-
케이디켐,221980.KQ,KOSDAQ,KRW,-
네오오토,212560.KQ,KOSDAQ,KRW,-
엔투텍,227950.KQ,KOSDAQ,KRW,-
케어젠,214370.KQ,KOSDAQ,KRW,-
아이진,185490.KQ,KOSDAQ,KRW,-
나무가,190510.KQ,KOSDAQ,KRW,-
시지메드텍,056090.KQ,KOSDAQ,KRW,-
본느,226340.KQ,KOSDAQ,KRW,-
엔케이젠바이오텍코리아,182400.KQ,KOSDAQ,KRW,-
엑시콘,092870.KQ,KOSDAQ,KRW,-
케이엠제약,225430.KQ,KOSDAQ,KRW,-
패션플랫폼,225590.KQ,KOSDAQ,KRW,-
넥슨게임즈,225570.KQ,KOSDAQ,KRW,-
제너셈,217190.KQ,KOSDAQ,KRW,-
타이거일렉,219130.KQ,KOSDAQ,KRW,-
휴먼테크놀로지,175140.KQ,KOSDAQ,KRW,-
씨아이에스,222080.KQ,KOSDAQ,KRW,-
에이텍모빌리티,224110.KQ,KOSDAQ,KRW,-
웹스,196700.KQ,KOSDAQ,KRW,-
파인텍,131760.KQ,KOSDAQ,KRW,-
심텍,222800.KQ,KOSDAQ,KRW,-
흥국에프엔비,189980.KQ,KOSDAQ,KRW,-
쎄노텍,222420.KQ,KOSDAQ,KRW,-
칩스앤미디어,094360.KQ,KOSDAQ,KRW,-
아시아경제,127710.KQ,KOSDAQ,KRW,-
아이쓰리시스템,214430.KQ,KOSDAQ,KRW,-
로지시스,067730.KQ,KOSDAQ,KRW,-
켐트로스,220260.KQ,KOSDAQ,KRW,-
파마리서치,214450.KQ,KOSDAQ,KRW,-
디와이디,219550.KQ,KOSDAQ,KRW,-
펩트론,087010.KQ,KOSDAQ,KRW,-
RFHIC,218410.KQ,KOSDAQ,KRW,-
동운아나텍,094170.KQ,KOSDAQ,KRW,-
일월지엠엘,178780.KQ,KOSDAQ,KRW,-
헥토이노베이션,214180.KQ,KOSDAQ,KRW,-
코아스템켐온,166480.KQ,KOSDAQ,KRW,-
베셀,177350.KQ,KOSDAQ,KRW,-
넵튠,217270.KQ,KOSDAQ,KRW,-
미래생명자원,218150.KQ,KOSDAQ,KRW,-
싸이맥스,160980.KQ,KOSDAQ,KRW,-
러셀,217500.KQ,KOSDAQ,KRW,-
픽셀플러스,087600.KQ,KOSDAQ,KRW,-
선샤인푸드,217620.KQ,KOSDAQ,KRW,-
HLB제넥스,187420.KQ,KOSDAQ,KRW,-
우정바이오,215380.KQ,KOSDAQ,KRW,-
토박스코리아,215480.KQ,KOSDAQ,KRW,-
이노인스트루먼트,215790.KQ,KOSDAQ,KRW,-
우리산업,215360.KQ,KOSDAQ,KRW,-
메가스터디교육,215200.KQ,KOSDAQ,KRW,-
솔디펜스,215090.KQ,KOSDAQ,KRW,-
로보로보,215100.KQ,KOSDAQ,KRW,-
디알텍,214680.KQ,KOSDAQ,KRW,-
에이비프로바이오,195990.KQ,KOSDAQ,KRW,-
골프존,215000.KQ,KOSDAQ,KRW,-
클래시스,214150.KQ,KOSDAQ,KRW,-
FSN,214270.KQ,KOSDAQ,KRW,-
포시에스,189690.KQ,KOSDAQ,KRW,-
덕산네오룩스,213420.KQ,KOSDAQ,KRW,-
국일신동,060480.KQ,KOSDAQ,KRW,-
링크드,193250.KQ,KOSDAQ,KRW,-
바디텍메드,206640.KQ,KOSDAQ,KRW,-
썸에이지,208640.KQ,KOSDAQ,KRW,-
에이팩트,200470.KQ,KOSDAQ,KRW,-
휴메딕스,200670.KQ,KOSDAQ,KRW,-
서전기전,189860.KQ,KOSDAQ,KRW,-
아스트,067390.KQ,KOSDAQ,KRW,-
오킨스전자,080580.KQ,KOSDAQ,KRW,-
지란지교시큐리티,208350.KQ,KOSDAQ,KRW,-
포톤,208710.KQ,KOSDAQ,KRW,-
NEW,160550.KQ,KOSDAQ,KRW,-
아이티센글로벌,124500.KQ,KOSDAQ,KRW,-
녹십자엠에스,142280.KQ,KOSDAQ,KRW,-
디티앤씨,187220.KQ,KOSDAQ,KRW,-
셀바스헬스케어,208370.KQ,KOSDAQ,KRW,-
정다운,208140.KQ,KOSDAQ,KRW,-
하이로닉,149980.KQ,KOSDAQ,KRW,-
랩지노믹스,084650.KQ,KOSDAQ,KRW,-
에이디테크놀로지,200710.KQ,KOSDAQ,KRW,-
비씨월드제약,200780.KQ,KOSDAQ,KRW,-
미스터블루,207760.KQ,KOSDAQ,KRW,-
알테오젠,196170.KQ,KOSDAQ,KRW,-
베노티앤알,206400.KQ,KOSDAQ,KRW,-
대창스틸,140520.KQ,KOSDAQ,KRW,-
에프엔씨엔터,173940.KQ,KOSDAQ,KRW,-
휴마시스,205470.KQ,KOSDAQ,KRW,-
텔콘RF제약,200230.KQ,KOSDAQ,KRW,-
지엘팜텍,204840.KQ,KOSDAQ,KRW,-
글로벌텍스프리,204620.KQ,KOSDAQ,KRW,-
디에이테크놀로지,196490.KQ,KOSDAQ,KRW,-
넥써쓰,205500.KQ,KOSDAQ,KRW,-
엑셈,205100.KQ,KOSDAQ,KRW,-
테고사이언스,191420.KQ,KOSDAQ,KRW,-
슈피겐코리아,192440.KQ,KOSDAQ,KRW,-
영우디에스피,143540.KQ,KOSDAQ,KRW,-
드림시큐리티,203650.KQ,KOSDAQ,KRW,-
메디아나,041920.KQ,KOSDAQ,KRW,-
데브시스터즈,194480.KQ,KOSDAQ,KRW,-
아크솔루션스,203690.KQ,KOSDAQ,KRW,-
오늘이엔엠,192410.KQ,KOSDAQ,KRW,-
강동씨앤엘,198440.KQ,KOSDAQ,KRW,-
신화콘텍,187270.KQ,KOSDAQ,KRW,-
파버나인,177830.KQ,KOSDAQ,KRW,-
덕신이피씨,090410.KQ,KOSDAQ,KRW,-
창해에탄올,004650.KQ,KOSDAQ,KRW,-
윈하이텍,192390.KQ,KOSDAQ,KRW,-
아진엑스텍,059120.KQ,KOSDAQ,KRW,-
콜마비앤에이치,200130.KQ,KOSDAQ,KRW,-
엣지파운드리,105550.KQ,KOSDAQ,KRW,-
코아시아씨엠,196450.KQ,KOSDAQ,KRW,-
캐스텍코리아,071850.KQ,KOSDAQ,KRW,-
나노,187790.KQ,KOSDAQ,KRW,-
케이사인,192250.KQ,KOSDAQ,KRW,-
오이솔루션,138080.KQ,KOSDAQ,KRW,-
한국정보인증,053300.KQ,KOSDAQ,KRW,-
다산솔루에타,154040.KQ,KOSDAQ,KRW,-
현대이지웰,090850.KQ,KOSDAQ,KRW,-
SGA솔루션즈,184230.KQ,KOSDAQ,KRW,-
기가레인,049080.KQ,KOSDAQ,KRW,-
알티캐스트,085810.KQ,KOSDAQ,KRW,-
현대공업,170030.KQ,KOSDAQ,KRW,-
엔브이에이치코리아,067570.KQ,KOSDAQ,KRW,-
탑코미디어,134580.KQ,KOSDAQ,KRW,-
큐브엔터,182360.KQ,KOSDAQ,KRW,-
라이온켐텍,171120.KQ,KOSDAQ,KRW,-
램테크놀러지,171010.KQ,KOSDAQ,KRW,-
앤로보틱스,138360.KQ,KOSDAQ,KRW,-
해성옵틱스,076610.KQ,KOSDAQ,KRW,-
내츄럴엔도텍,168330.KQ,KOSDAQ,KRW,-
두산테스나,131970.KQ,KOSDAQ,KRW,-
파수,150900.KQ,KOSDAQ,KRW,-
엘티씨,170920.KQ,KOSDAQ,KRW,-
지엔씨에너지,119850.KQ,KOSDAQ,KRW,-
아미코젠,092040.KQ,KOSDAQ,KRW,-
GH신소재,130500.KQ,KOSDAQ,KRW,-
파이오링크,170790.KQ,KOSDAQ,KRW,-
KG에코솔루션,151860.KQ,KOSDAQ,KRW,-
KT나스미디어,089600.KQ,KOSDAQ,KRW,-
엑세스바이오,950130.KQ,KOSDAQ,KRW,-
리가켐바이오,141080.KQ,KOSDAQ,KRW,-
윈팩,097800.KQ,KOSDAQ,KRW,-
코렌텍,104540.KQ,KOSDAQ,KRW,-
제로투세븐,159580.KQ,KOSDAQ,KRW,-
한솔아이원스,114810.KQ,KOSDAQ,KRW,-
우리이앤엘,153490.KQ,KOSDAQ,KRW,-
아이센스,099190.KQ,KOSDAQ,KRW,-
에코글로우,159910.KQ,KOSDAQ,KRW,-
우리로,046970.KQ,KOSDAQ,KRW,-
디젠스,113810.KQ,KOSDAQ,KRW,-
와이엠씨,155650.KQ,KOSDAQ,KRW,-
아바텍,149950.KQ,KOSDAQ,KRW,-
코이즈,121850.KQ,KOSDAQ,KRW,-
네이블,153460.KQ,KOSDAQ,KRW,-
노블엠앤비,106520.KQ,KOSDAQ,KRW,-
피엔티,137400.KQ,KOSDAQ,KRW,-
비아트론,141000.KQ,KOSDAQ,KRW,-
빛샘전자,072950.KQ,KOSDAQ,KRW,-
사람인,143240.KQ,KOSDAQ,KRW,-
제룡산업,147830.KQ,KOSDAQ,KRW,-
남화토건,091590.KQ,KOSDAQ,KRW,-
메지온,140410.KQ,KOSDAQ,KRW,-
원익머트리얼즈,104830.KQ,KOSDAQ,KRW,-
제이에스링크,127120.KQ,KOSDAQ,KRW,-
나이스디앤비,130580.KQ,KOSDAQ,KRW,-
시큐브,131090.KQ,KOSDAQ,KRW,-
서암기계공업,100660.KQ,KOSDAQ,KRW,-
씨유메디칼,115480.KQ,KOSDAQ,KRW,-
키네마스터,139670.KQ,KOSDAQ,KRW,-
비덴트,121800.KQ,KOSDAQ,KRW,-
신진에스엠,138070.KQ,KOSDAQ,KRW,-
이엠넷,123570.KQ,KOSDAQ,KRW,-
와이지엔터테인먼트,122870.KQ,KOSDAQ,KRW,-
테크윙,089030.KQ,KOSDAQ,KRW,-
씨큐브,101240.KQ,KOSDAQ,KRW,-
에스엠코어,007820.KQ,KOSDAQ,KRW,-
씨엔플러스,115530.KQ,KOSDAQ,KRW,-
로보스타,090360.KQ,KOSDAQ,KRW,-
대한과학,131220.KQ,KOSDAQ,KRW,-
아이디스,143160.KQ,KOSDAQ,KRW,-
제이씨케미칼,137950.KQ,KOSDAQ,KRW,-
아이씨디,040910.KQ,KOSDAQ,KRW,-
제닉,123330.KQ,KOSDAQ,KRW,-
BF랩스,139050.KQ,KOSDAQ,KRW,-
상아프론테크,089980.KQ,KOSDAQ,KRW,-
나이벡,138610.KQ,KOSDAQ,KRW,-
옵티시스,109080.KQ,KOSDAQ,KRW,-
대양전기공업,108380.KQ,KOSDAQ,KRW,-
서연탑메탈,019770.KQ,KOSDAQ,KRW,-
넥스트아이,137940.KQ,KOSDAQ,KRW,-
티엔엔터테인먼트,131100.KQ,KOSDAQ,KRW,-
KX,122450.KQ,KOSDAQ,KRW,-
골프존홀딩스,121440.KQ,KOSDAQ,KRW,-
윈스테크넷,136540.KQ,KOSDAQ,KRW,-
하림,136480.KQ,KOSDAQ,KRW,-
이퓨쳐,134060.KQ,KOSDAQ,KRW,-
티케이케미칼,104480.KQ,KOSDAQ,KRW,-
부스타,008470.KQ,KOSDAQ,KRW,-
나노신소재,121600.KQ,KOSDAQ,KRW,-
케이아이엔엑스,093320.KQ,KOSDAQ,KRW,-
티피씨글로벌,130740.KQ,KOSDAQ,KRW,-
LB세미콘,061970.KQ,KOSDAQ,KRW,-
딜리,131180.KQ,KOSDAQ,KRW,-
제이엔케이글로벌,126880.KQ,KOSDAQ,KRW,-
블루콤,033560.KQ,KOSDAQ,KRW,-
인트론바이오,048530.KQ,KOSDAQ,KRW,-
알서포트,131370.KQ,KOSDAQ,KRW,-
인텍플러스,064290.KQ,KOSDAQ,KRW,-
티에스이,131290.KQ,KOSDAQ,KRW,-
이브이첨단소재,131400.KQ,KOSDAQ,KRW,-
대정화금,120240.KQ,KOSDAQ,KRW,-
피제이메탈,128660.KQ,KOSDAQ,KRW,-
옵투스제약,131030.KQ,KOSDAQ,KRW,-
에이루트,096690.KQ,KOSDAQ,KRW,-
티비씨,033830.KQ,KOSDAQ,KRW,-
시그네틱스,033170.KQ,KOSDAQ,KRW,-
한국전자인증,041460.KQ,KOSDAQ,KRW,-
BGF에코머티리얼즈,126600.KQ,KOSDAQ,KRW,-
디케이락,105740.KQ,KOSDAQ,KRW,-
위메이드플레이,123420.KQ,KOSDAQ,KRW,-
아나패스,123860.KQ,KOSDAQ,KRW,-
KNN,058400.KQ,KOSDAQ,KRW,-
누리플랜,069140.KQ,KOSDAQ,KRW,-
아이텍,119830.KQ,KOSDAQ,KRW,-
인화정공,101930.KQ,KOSDAQ,KRW,-
셀피글로벌,068940.KQ,KOSDAQ,KRW,-
뉴온,123840.KQ,KOSDAQ,KRW,-
알파칩스,117670.KQ,KOSDAQ,KRW,-
포메탈,119500.KQ,KOSDAQ,KRW,-
다원시스,068240.KQ,KOSDAQ,KRW,-
씨젠,096530.KQ,KOSDAQ,KRW,-
와이솔,122990.KQ,KOSDAQ,KRW,-
하이비젼시스템,126700.KQ,KOSDAQ,KRW,-
화신정공,126640.KQ,KOSDAQ,KRW,-
코리아에프티,123410.KQ,KOSDAQ,KRW,-
엠에스오토텍,123040.KQ,KOSDAQ,KRW,-
이글루,067920.KQ,KOSDAQ,KRW,-
인터로조,119610.KQ,KOSDAQ,KRW,-
하이텍팜,106190.KQ,KOSDAQ,KRW,-
에스디시스템,121890.KQ,KOSDAQ,KRW,-
알톤,123750.KQ,KOSDAQ,KRW,-
유비벨록스,089850.KQ,KOSDAQ,KRW,-
오르비텍,046120.KQ,KOSDAQ,KRW,-
엑스큐어,070300.KQ,KOSDAQ,KRW,-
투비소프트,079970.KQ,KOSDAQ,KRW,-
인피니트헬스케어,071200.KQ,KOSDAQ,KRW,-
서진오토모티브,122690.KQ,KOSDAQ,KRW,-
인지소프트,100030.KQ,KOSDAQ,KRW,-
이스트아시아홀딩스,900110.KQ,KOSDAQ,KRW,-
애머릿지,900100.KQ,KOSDAQ,KRW,-
케이씨에스,115500.KQ,KOSDAQ,KRW,-
씨엑스아이,900120.KQ,KOSDAQ,KRW,-
HLB테라퓨틱스,115450.KQ,KOSDAQ,KRW,-
삼기,122350.KQ,KOSDAQ,KRW,-
이미지스,115610.KQ,KOSDAQ,KRW,-
인포바인,115310.KQ,KOSDAQ,KRW,-
케이이엠텍,106080.KQ,KOSDAQ,KRW,-
모베이스,101330.KQ,KOSDAQ,KRW,-
스타플렉스,115570.KQ,KOSDAQ,KRW,-
우리넷,115440.KQ,KOSDAQ,KRW,-
아세아텍,050860.KQ,KOSDAQ,KRW,-
폴라리스우노,114630.KQ,KOSDAQ,KRW,-
코디,080530.KQ,KOSDAQ,KRW,-
글로벌에스엠,900070.KQ,KOSDAQ,KRW,-
DGI,099520.KQ,KOSDAQ,KRW,-
그린생명과학,114450.KQ,KOSDAQ,KRW,-
디와이피엔에프,104460.KQ,KOSDAQ,KRW,-
위메이드,112040.KQ,KOSDAQ,KRW,-
셀바스AI,108860.KQ,KOSDAQ,KRW,-
이원컴포텍,088290.KQ,KOSDAQ,KRW,-
강원에너지,114190.KQ,KOSDAQ,KRW,-
휴맥스,115160.KQ,KOSDAQ,KRW,-
앱토크롬,109960.KQ,KOSDAQ,KRW,-
동방선기,099410.KQ,KOSDAQ,KRW,-
KS인더스트리,101000.KQ,KOSDAQ,KRW,-
진매트릭스,109820.KQ,KOSDAQ,KRW,-
비츠로셀,082920.KQ,KOSDAQ,KRW,-
한스바이오메드,042520.KQ,KOSDAQ,KRW,-
NHN벅스,104200.KQ,KOSDAQ,KRW,-
아이앤씨,052860.KQ,KOSDAQ,KRW,-
케이엔더블유,105330.KQ,KOSDAQ,KRW,-
디에스케이,109740.KQ,KOSDAQ,KRW,-
제넥신,095700.KQ,KOSDAQ,KRW,-
톱텍,108230.KQ,KOSDAQ,KRW,-
동국S&C,100130.KQ,KOSDAQ,KRW,-
에스앤더블류,103230.KQ,KOSDAQ,KRW,-
컴투스홀딩스,063080.KQ,KOSDAQ,KRW,-
동일금속,109860.KQ,KOSDAQ,KRW,-
어보브반도체,102120.KQ,KOSDAQ,KRW,-
위메이드맥스,101730.KQ,KOSDAQ,KRW,-
이엔에프테크놀로지,102710.KQ,KOSDAQ,KRW,-
스맥,099440.KQ,KOSDAQ,KRW,-
SDN,099220.KQ,KOSDAQ,KRW,-
한국정밀기계,101680.KQ,KOSDAQ,KRW,-
흥국,010240.KQ,KOSDAQ,KRW,-
우림피티에스,101170.KQ,KOSDAQ,KRW,-
티플랙스,081150.KQ,KOSDAQ,KRW,-
에스티오,098660.KQ,KOSDAQ,KRW,-
에이테크솔루션,071670.KQ,KOSDAQ,KRW,-
에스앤에스텍,101490.KQ,KOSDAQ,KRW,-
뷰웍스,100120.KQ,KOSDAQ,KRW,-
코오롱생명과학,102940.KQ,KOSDAQ,KRW,-
엔시트론,101400.KQ,KOSDAQ,KRW,-
파인테크닉스,106240.KQ,KOSDAQ,KRW,-
이수앱지스,086890.KQ,KOSDAQ,KRW,-
대성파인텍,104040.KQ,KOSDAQ,KRW,-
유비쿼스홀딩스,078070.KQ,KOSDAQ,KRW,-
메디톡스,086900.KQ,KOSDAQ,KRW,-
엠게임,058630.KQ,KOSDAQ,KRW,-
아이컴포넌트,059100.KQ,KOSDAQ,KRW,-
HLB생명과학,067630.KQ,KOSDAQ,KRW,-
이크레더블,092130.KQ,KOSDAQ,KRW,-
세운메디칼,100700.KQ,KOSDAQ,KRW,-
마이크로컨텍솔,098120.KQ,KOSDAQ,KRW,-
이엠앤아이,083470.KQ,KOSDAQ,KRW,-
아이엠,101390.KQ,KOSDAQ,KRW,-
웰크론한텍,076080.KQ,KOSDAQ,KRW,-
하이드로리튬,101670.KQ,KOSDAQ,KRW,-
슈프리마에이치큐,094840.KQ,KOSDAQ,KRW,-
서울옥션,063170.KQ,KOSDAQ,KRW,-
이스트소프트,047560.KQ,KOSDAQ,KRW,-
크레버스,096240.KQ,KOSDAQ,KRW,-
월덱스,101160.KQ,KOSDAQ,KRW,-
쎄트렉아이,099320.KQ,KOSDAQ,KRW,-
브리지텍,064480.KQ,KOSDAQ,KRW,-
고영,098460.KQ,KOSDAQ,KRW,-
조이시티,067000.KQ,KOSDAQ,KRW,-
우진비앤지,018620.KQ,KOSDAQ,KRW,-
테스,095610.KQ,KOSDAQ,KRW,-
예스24,053280.KQ,KOSDAQ,KRW,-
엘디티,096870.KQ,KOSDAQ,KRW,-
메타바이오메드,059210.KQ,KOSDAQ,KRW,-
효성오앤비,097870.KQ,KOSDAQ,KRW,-
한울소재과학,091440.KQ,KOSDAQ,KRW,-
에코볼트,097780.KQ,KOSDAQ,KRW,-
에스코넥,096630.KQ,KOSDAQ,KRW,-
일신바이오,068330.KQ,KOSDAQ,KRW,-
서원인텍,093920.KQ,KOSDAQ,KRW,-
이씨에스,067010.KQ,KOSDAQ,KRW,-
대창솔루션,096350.KQ,KOSDAQ,KRW,-
엑시온그룹,069920.KQ,KOSDAQ,KRW,-
알에프세미,096610.KQ,KOSDAQ,KRW,-
디엔에프,092070.KQ,KOSDAQ,KRW,-
일진파워,094820.KQ,KOSDAQ,KRW,-
비엠티,086670.KQ,KOSDAQ,KRW,-
이엠코리아,095190.KQ,KOSDAQ,KRW,-
현우산업,092300.KQ,KOSDAQ,KRW,-
케이알엠,093640.KQ,KOSDAQ,KRW,-
에스에너지,095910.KQ,KOSDAQ,KRW,-
성우전자,081580.KQ,KOSDAQ,KRW,-
엘엠에스,073110.KQ,KOSDAQ,KRW,-
제이엠티,094970.KQ,KOSDAQ,KRW,-
오디텍,080520.KQ,KOSDAQ,KRW,-
ISC,095340.KQ,KOSDAQ,KRW,-
네오티스,085910.KQ,KOSDAQ,KRW,-
미래나노텍,095500.KQ,KOSDAQ,KRW,-
상보,027580.KQ,KOSDAQ,KRW,-
바이오톡스텍,086040.KQ,KOSDAQ,KRW,-
옴니시스템,057540.KQ,KOSDAQ,KRW,-
푸른기술,094940.KQ,KOSDAQ,KRW,-
웨이브일렉트로,095270.KQ,KOSDAQ,KRW,-
빅솔론,093190.KQ,KOSDAQ,KRW,-
S&K폴리텍,091340.KQ,KOSDAQ,KRW,-
멤레이비티,072770.KQ,KOSDAQ,KRW,-
갤럭시아머니트리,094480.KQ,KOSDAQ,KRW,-
에코프로,086520.KQ,KOSDAQ,KRW,-
대산F&B,065150.KQ,KOSDAQ,KRW,-
컴투스,078340.KQ,KOSDAQ,KRW,-
네오위즈,095660.KQ,KOSDAQ,KRW,-
앤씨앤,092600.KQ,KOSDAQ,KRW,-
엔텔스,069410.KQ,KOSDAQ,KRW,-
풍강,093380.KQ,KOSDAQ,KRW,-
동국제약,086450.KQ,KOSDAQ,KRW,-
케이프,064820.KQ,KOSDAQ,KRW,-
상신이디피,091580.KQ,KOSDAQ,KRW,-
한라IMS,092460.KQ,KOSDAQ,KRW,-
에프알텍,073540.KQ,KOSDAQ,KRW,-
이엠텍,091120.KQ,KOSDAQ,KRW,-
참좋은여행,094850.KQ,KOSDAQ,KRW,-
네오리진,094860.KQ,KOSDAQ,KRW,-
LS증권,078020.KQ,KOSDAQ,KRW,-
매커스,093520.KQ,KOSDAQ,KRW,-
나노캠텍,091970.KQ,KOSDAQ,KRW,-
네오팜,092730.KQ,KOSDAQ,KRW,-
오스코텍,039200.KQ,KOSDAQ,KRW,-
켐트로닉스,089010.KQ,KOSDAQ,KRW,-
제이스텍,090470.KQ,KOSDAQ,KRW,-
동아엘텍,088130.KQ,KOSDAQ,KRW,-
휴온스글로벌,084110.KQ,KOSDAQ,KRW,-
케이씨티,089150.KQ,KOSDAQ,KRW,-
파트론,091700.KQ,KOSDAQ,KRW,-
유니테스트,086390.KQ,KOSDAQ,KRW,-
휴림로봇,090710.KQ,KOSDAQ,KRW,-
에스에이티,060540.KQ,KOSDAQ,KRW,-
큐에스아이,066310.KQ,KOSDAQ,KRW,-
멀티캠퍼스,067280.KQ,KOSDAQ,KRW,-
코세스,089890.KQ,KOSDAQ,KRW,-
성창오토텍,080470.KQ,KOSDAQ,KRW,-
넥스턴앤롤코리아,089140.KQ,KOSDAQ,KRW,-
제이티,089790.KQ,KOSDAQ,KRW,-
아이윈,090150.KQ,KOSDAQ,KRW,-
이녹스,088390.KQ,KOSDAQ,KRW,-
THE E&M,089230.KQ,KOSDAQ,KRW,-
바텍,043150.KQ,KOSDAQ,KRW,-
MDS테크,086960.KQ,KOSDAQ,KRW,-
루멘스,038060.KQ,KOSDAQ,KRW,-
CSA 코스믹,083660.KQ,KOSDAQ,KRW,-
NICE인프라,063570.KQ,KOSDAQ,KRW,-
쇼박스,086980.KQ,KOSDAQ,KRW,-
팬엔터테인먼트,068050.KQ,KOSDAQ,KRW,-
인포뱅크,039290.KQ,KOSDAQ,KRW,-
스테이지원엔터,078860.KQ,KOSDAQ,KRW,-
동우팜투테이블,088910.KQ,KOSDAQ,KRW,-
제이브이엠,054950.KQ,KOSDAQ,KRW,-
팅크웨어,084730.KQ,KOSDAQ,KRW,-
진바이오텍,086060.KQ,KOSDAQ,KRW,-
티케이지애강,022220.KQ,KOSDAQ,KRW,-
에이스테크,088800.KQ,KOSDAQ,KRW,-
셀트리온제약,068760.KQ,KOSDAQ,KRW,-
GST,083450.KQ,KOSDAQ,KRW,-
에너토크,019990.KQ,KOSDAQ,KRW,-
제우스,079370.KQ,KOSDAQ,KRW,-
뉴프렉스,085670.KQ,KOSDAQ,KRW,-
유진테크,084370.KQ,KOSDAQ,KRW,-
CG인바이츠,083790.KQ,KOSDAQ,KRW,-
바이오니아,064550.KQ,KOSDAQ,KRW,-
헬릭스미스,084990.KQ,KOSDAQ,KRW,-
